Id	Code	Name	Standard Class	Domain	Vocab	Validity	Concept
3561345	976901000000103	Black or African or Caribbean or Black British: African - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561346	976921000000107	Black or African or Caribbean or Black British : Caribbean - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561347	976941000000100	Black or African or Caribbean or Black British : other black or African or Caribbean background - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561348	976961000000104	Other ethnic group: Arab - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561349	976981000000108	Other ethnic group: any other ethnic group - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561351	977361000000102	White - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561352	977381000000106	Irish Traveller - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561353	977401000000106	Mixed multiple ethnic groups: white and black Caribbean - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561354	977421000000102	Mixed multiple ethnic groups: white and black African - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561355	977441000000109	Mixed multiple ethnic groups: white and Asian - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561357	977561000000109	Mixed multiple ethnic groups: any other Mixed or Multiple ethnic background - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561358	977601000000109	Asian or Asian British: Indian - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561359	977821000000104	Black or African or Caribbean or Black British: Caribbean - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561360	977841000000106	Black or African or Caribbean or Black British: other black or African or Caribbean background - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561361	977861000000107	Other ethnic group: Arab - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561362	977881000000103	Other ethnic group: any other ethnic group - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561363	978371000000108	Caribbean or Black: any other Black or Caribbean group - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
"3561364	978391000000107	Other ethnic group: Arab, Arab Scottish or Arab British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard"
3561365	978411000000107	Other ethnic group: any other ethnic group - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3561570	1050831000000108	Romanian Roma	Social Context	Race	SNOMED	Invalid	Non-standard
3571421	103901000000100	Israeli - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574272	976781000000105	Mixed multiple ethnic groups: any other Mixed or Multiple ethnic background - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574275	976661000000106	White: Irish - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574276	976681000000102	White: Gypsy or Irish Traveller - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574277	976701000000100	White: any other white background - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574278	976721000000109	Mixed multiple ethnic groups: white and black Caribbean - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574279	976741000000102	Mixed multiple ethnic groups: white and black African - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574280	976761000000101	Mixed multiple ethnic groups: white and Asian - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574281	976801000000106	Asian or Asian British: Indian - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574282	976821000000102	Asian or Asian British: Pakistani - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574294	977721000000106	Asian or Asian British: Pakistani - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574295	977741000000104	Asian or Asian British: Bangladeshi - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574296	977761000000103	Asian or Asian British: Chinese - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574297	977781000000107	Asian or Asian British: any other Asian background - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574298	977801000000108	Black or African or Caribbean or Black British: African - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574301	977921000000109	White: Scottish - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574302	977941000000102	White: other British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574303	977961000000101	White: Irish - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574304	977981000000105	White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574306	978021000000107	White: Polish - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574307	978041000000100	White: any other white ethnic group - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574308	978061000000104	Mixed or multiple ethnic groups: any Mixed or Multiple ethnic group - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
"3574309	978081000000108	Asian or Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard"
"3574311	978121000000106	Asian or Asian Scottish or Asian British: Indian, Indian Scottish or Indian British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard"
"3574312	978351000000104	Caribbean or Black: Black, Black Scottish or Black British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard"
"3574318	978181000000107	Asian or Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Banagaldeshi British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard"
3574319	978201000000106	Asian or Asian Scottish or Asian British: Chinese - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574320	978221000000102	Asian or Asian Scottish or Asian British: any other Asian group - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
"3574321	978241000000109	African: African, African Scottish or African British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard"
3574322	978261000000105	African: any other African - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
"3574323	978281000000101	Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard"
3574349	98311000000101	Cornish - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3574356	98401000000108	Irish Traveller - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Invalid	Non-standard
3661713	870448005	Khoikhoi	Social Context	Race	SNOMED	Valid	Non-standard
4000051	1919006	Egyptians	Social Context	Race	SNOMED	Valid	Non-standard
4002414	10008004	Ewe	Social Context	Race	SNOMED	Valid	Non-standard
4005076	10117001	Finns	Social Context	Race	SNOMED	Valid	Non-standard
4012103	10292001	Guamians	Social Context	Race	SNOMED	Valid	Non-standard
4012612	113171009	Coushatta	Social Context	Race	SNOMED	Valid	Non-standard
4014099	113170005	Aymara	Social Context	Race	SNOMED	Valid	Non-standard
4014421	113169009	Armenians	Social Context	Race	SNOMED	Valid	Non-standard
4017926	10432001	Onge	Social Context	Race	SNOMED	Valid	Non-standard
4024294	19434008	French	Social Context	Race	SNOMED	Valid	Non-standard
4027841	13233008	Flathead	Social Context	Race	SNOMED	Valid	Non-standard
4028336	1340002	Malays	Social Context	Race	SNOMED	Valid	Non-standard
4028346	13440006	Tanganyikans	Social Context	Race	SNOMED	Valid	Non-standard
4030302	108342005	South Asian AND/OR Australian aborigine	Social Context	Race	SNOMED	Valid	Non-standard
4030411	14045001	Caucasian	Social Context	Race	SNOMED	Valid	Non-standard
4030735	14470009	Tutsi	Social Context	Race	SNOMED	Valid	Non-standard
4031845	14176005	Danes	Social Context	Race	SNOMED	Valid	Non-standard
4032635	1451003	Greeks	Social Context	Race	SNOMED	Valid	Non-standard
4033391	14999008	Welsh	Social Context	Race	SNOMED	Valid	Non-standard
4034654	23922002	Batutsi	Social Context	Race	SNOMED	Valid	Non-standard
4035165	15086000	African American	Social Context	Race	SNOMED	Valid	Non-standard
4036536	11794009	Kenyans	Social Context	Race	SNOMED	Valid	Non-standard
4048709	15801006	Kapingas	Social Context	Race	SNOMED	Valid	Non-standard
4050100	21047009	Aleuts	Social Context	Race	SNOMED	Valid	Non-standard
4051279	160531006	Race: West indian	Clinical Finding	Race	SNOMED	Valid	Non-standard
4053167	23517005	Polynesians	Social Context	Race	SNOMED	Valid	Non-standard
4053172	23534002	Melanesians	Social Context	Race	SNOMED	Valid	Non-standard
4053816	12556008	Tamils	Social Context	Race	SNOMED	Valid	Non-standard
4057568	18167009	Black African	Social Context	Race	SNOMED	Valid	Non-standard
4063377	17095009	Norwegians	Social Context	Race	SNOMED	Valid	Non-standard
4065367	20140003	Hawaiians	Social Context	Race	SNOMED	Valid	Non-standard
4068834	20449009	Javanese	Social Context	Race	SNOMED	Valid	Non-standard
4069284	20291009	Lacandon	Social Context	Race	SNOMED	Valid	Non-standard
4071025	21868006	Madagascans	Social Context	Race	SNOMED	Valid	Non-standard
4073535	17789004	Papuans	Social Context	Race	SNOMED	Valid	Non-standard
4076901	275587000	Black Arab	Social Context	Race	SNOMED	Valid	Non-standard
4077358	275588005	Black Iranian	Social Context	Race	SNOMED	Valid	Non-standard
4077735	19085009	Saipanese	Social Context	Race	SNOMED	Valid	Non-standard
4078122	275586009	Black North African	Social Context	Race	SNOMED	Valid	Non-standard
4078123	275589002	Black East African Asian	Social Context	Race	SNOMED	Valid	Non-standard
4078124	275590006	Black Indo-Caribbean	Social Context	Race	SNOMED	Valid	Non-standard
4085322	18575005	Oceanian	Social Context	Race	SNOMED	Valid	Non-standard
4085483	185995003	Black Indian sub-continent	Social Context	Race	SNOMED	Valid	Non-standard
4085484	185997006	Black Black - other	Social Context	Race	SNOMED	Invalid	Non-standard
"4085487	186020007	Other ethnic, Black/White origin	Social Context	Race	SNOMED	Valid	Non-standard"
4085488	186037000	Other European in New Zealand	Social Context	Race	SNOMED	Valid	Non-standard
4085489	186041001	Niuean	Social Context	Race	SNOMED	Valid	Non-standard
4087322	24812003	Mongol	Social Context	Race	SNOMED	Valid	Non-standard
4087917	185988007	Black Caribbean	Social Context	Race	SNOMED	Valid	Non-standard
4087919	185999009	Other Black - Black/White orig	Social Context	Race	SNOMED	Valid	Non-standard
4087920	186000006	Other Black - Black/Asian orig	Social Context	Race	SNOMED	Valid	Non-standard
"4087924	186022004	Other ethnic, mixed white origin	Social Context	Race	SNOMED	Valid	Non-standard"
4087926	186035008	New Zealand ethnic groups	Social Context	Race	SNOMED	Valid	Non-standard
4087928	186040000	Cook Island Maori	Social Context	Race	SNOMED	Valid	Non-standard
4087930	186044009	South East Asian	Social Context	Race	SNOMED	Valid	Non-standard
4087931	186046006	Other Asian	Social Context	Race	SNOMED	Invalid	Non-standard
4087932	186048007	New Zealand ethnic group NOS	Social Context	Race	SNOMED	Invalid	Non-standard
4090368	18583004	Estonians	Social Context	Race	SNOMED	Valid	Non-standard
4090388	185984009	White - ethnic group	Social Context	Race	SNOMED	Valid	Non-standard
4090389	185990008	Black British	Social Context	Race	SNOMED	Valid	Non-standard
"4090518	186023009	Other ethnic, other mixed origin	Social Context	Race	SNOMED	Valid	Non-standard"
4090520	186033001	Ethnic groups (census) NOS	Social Context	Race	SNOMED	Invalid	Non-standard
4090521	186036009	New Zealand European	Social Context	Race	SNOMED	Valid	Non-standard
"4091010	185989004	Black, other, non-mixed origin	Social Context	Race	SNOMED	Valid	Non-standard"
4091011	185993005	Black - other African country	Social Context	Race	SNOMED	Valid	Non-standard
4091012	185996002	Black - other Asian	Social Context	Race	SNOMED	Valid	Non-standard
"4091013	185998001	Black - other, mixed	Social Context	Race	SNOMED	Valid	Non-standard"
4091016	186001005	Indian (East Indian)	Social Context	Race	SNOMED	Valid	Non-standard
4091017	186002003	Pakistani	Social Context	Race	SNOMED	Valid	Non-standard
4091018	186003008	Bangladeshi	Social Context	Race	SNOMED	Valid	Non-standard
"4091020	186019001	Other ethnic, mixed origin	Social Context	Race	SNOMED	Valid	Non-standard"
"4091021	186021006	Other ethnic, Asian/White origin	Social Context	Race	SNOMED	Valid	Non-standard"
4091022	186039002	New Zealand Maori	Social Context	Race	SNOMED	Valid	Non-standard
4091023	186042008	Tokelauan	Social Context	Race	SNOMED	Valid	Non-standard
4092681	18664001	Xavante	Social Context	Race	SNOMED	Valid	Non-standard
4093769	25804004	English	Social Context	Race	SNOMED	Valid	Non-standard
4095109	26215007	South Asian Aborigine	Social Context	Race	SNOMED	Valid	Non-standard
4097690	2688009	Tristan da Cunhans	Social Context	Race	SNOMED	Valid	Non-standard
4098866	2720008	Hututu	Social Context	Race	SNOMED	Valid	Non-standard
4099457	27301002	Paez	Social Context	Race	SNOMED	Valid	Non-standard
4100470	27700004	Iraqi	Social Context	Race	SNOMED	Valid	Non-standard
4100645	27683006	Ainu	Social Context	Race	SNOMED	Valid	Non-standard
4102303	2852001	Bhutanese	Social Context	Race	SNOMED	Valid	Non-standard
4102599	28562006	Poles	Social Context	Race	SNOMED	Valid	Non-standard
4102622	286009	Czech	Social Context	Race	SNOMED	Valid	Non-standard
4103076	28821007	Easter Islanders	Social Context	Race	SNOMED	Valid	Non-standard
4103243	28796001	Siamese	Social Context	Race	SNOMED	Valid	Non-standard
4119705	25750005	Admiralty Islanders	Social Context	Race	SNOMED	Valid	Non-standard
4135806	31637002	Italians	Social Context	Race	SNOMED	Valid	Non-standard
4136468	398089004	Ethnic background	Clinical Finding	Race	SNOMED	Valid	Non-standard
4137597	32513008	Dyaks	Social Context	Race	SNOMED	Valid	Non-standard
4138072	32045009	Georgians	Social Context	Race	SNOMED	Valid	Non-standard
4139924	32873005	Bloods	Social Context	Race	SNOMED	Valid	Non-standard
4140692	3353005	Pueblo	Social Context	Race	SNOMED	Valid	Non-standard
4141462	33182009	Trukese	Social Context	Race	SNOMED	Valid	Non-standard
4144377	33897005	Chinese	Social Context	Race	SNOMED	Valid	Non-standard
4145762	34334001	New Caledonians	Social Context	Race	SNOMED	Valid	Non-standard
4148384	35007000	Utes	Social Context	Race	SNOMED	Valid	Non-standard
4151576	270461001	Black N African/Arab/Iranian	Social Context	Race	SNOMED	Valid	Non-standard
4151577	270462008	Black East African Asian/Indo-Caribbean	Social Context	Race	SNOMED	Valid	Non-standard
4151776	315634007	Black Caribbean and White	Social Context	Race	SNOMED	Valid	Non-standard
4152781	28409002	Spaniards	Social Context	Race	SNOMED	Valid	Non-standard
4152832	270460000	Black Caribbean/W.I./Guyana	Social Context	Race	SNOMED	Valid	Non-standard
4153158	315635008	Black African and White	Social Context	Race	SNOMED	Valid	Non-standard
4155301	372148003	Ethnic group	Social Context	Race	SNOMED	Valid	Non-standard
4163527	45465003	Basques	Social Context	Race	SNOMED	Valid	Non-standard
4165388	41076003	Mozambiquans	Social Context	Race	SNOMED	Valid	Non-standard
4167520	48294008	Solomon Islanders	Social Context	Race	SNOMED	Valid	Non-standard
4167621	29343004	Bulgarian	Social Context	Race	SNOMED	Valid	Non-standard
4169399	48679001	Bogobos	Social Context	Race	SNOMED	Valid	Non-standard
4170060	48118002	Yapese	Social Context	Race	SNOMED	Valid	Non-standard
4170372	48375000	Seminole	Social Context	Race	SNOMED	Valid	Non-standard
4171181	49202008	Gilbertese	Social Context	Race	SNOMED	Valid	Non-standard
4175829	42632009	Andamanese	Social Context	Race	SNOMED	Valid	Non-standard
4178142	52075006	Congolese	Social Context	Race	SNOMED	Valid	Non-standard
4180571	53195006	Kirghiz	Social Context	Race	SNOMED	Valid	Non-standard
4180729	4299001	Marathas	Social Context	Race	SNOMED	Valid	Non-standard
4182121	43056000	Cuna	Social Context	Race	SNOMED	Valid	Non-standard
4183595	43608005	Australian Aborigines	Social Context	Race	SNOMED	Valid	Non-standard
4184962	413465009	Afro-Caribbean	Social Context	Race	SNOMED	Valid	Non-standard
4184966	413490006	American Indian or Alaska native	Social Context	Race	SNOMED	Valid	Non-standard
4184984	413581001	Asian or Pacific islander	Social Context	Race	SNOMED	Valid	Non-standard
4185154	413773004	Caucasian	Social Context	Race	SNOMED	Valid	Non-standard
"4185155	413774005	Caucasian, not of hispanic origin	Social Context	Race	SNOMED	Valid	Non-standard"
4185580	43890005	Dieguenos	Social Context	Race	SNOMED	Valid	Non-standard
4185920	414481008	Indian	Social Context	Race	SNOMED	Valid	Non-standard
4185935	414551003	Japanese	Social Context	Race	SNOMED	Valid	Non-standard
4186402	414808009	National surgical quality improvement program defined race unknown	Social Context	Race	SNOMED	Valid	Non-standard
4186453	47327008	Mexican Indians	Social Context	Race	SNOMED	Valid	Non-standard
4186705	413600007	Australian aborigine	Social Context	Race	SNOMED	Valid	Non-standard
4187747	413466005	Afro-Caucasian	Social Context	Race	SNOMED	Valid	Non-standard
4188159	414408004	Hispanic	Social Context	Race	SNOMED	Valid	Non-standard
"4188161	414411003	Hispanic, color unknown	Social Context	Race	SNOMED	Valid	Non-standard"
4189474	414661004	Melanesian	Social Context	Race	SNOMED	Valid	Non-standard
4189785	414978006	Oriental	Social Context	Race	SNOMED	Valid	Non-standard
"4190391	414410002	Hispanic, black	Social Context	Race	SNOMED	Valid	Non-standard"
"4190392	414413000	Hispanic, white	Social Context	Race	SNOMED	Valid	Non-standard"
4190758	415226007	Race not stated	Social Context	Race	SNOMED	Valid	Non-standard
4192497	75704009	Toba	Social Context	Race	SNOMED	Valid	Non-standard
4194076	79434006	Quechua	Social Context	Race	SNOMED	Valid	Non-standard
4195322	44460002	Turks	Social Context	Race	SNOMED	Valid	Non-standard
4195705	67931002	Aztec	Social Context	Race	SNOMED	Valid	Non-standard
4196428	315236000	White British	Social Context	Race	SNOMED	Valid	Non-standard
4196429	315239007	Mixed ethnic census group	Social Context	Race	SNOMED	Valid	Non-standard
4198417	50405005	Senoi	Social Context	Race	SNOMED	Valid	Non-standard
4198993	51750002	Hottentot	Social Context	Race	SNOMED	Invalid	Non-standard
4199011	51827000	Oriental Jews	Social Context	Race	SNOMED	Valid	Non-standard
4199819	315238004	Other white ethnic group	Social Context	Race	SNOMED	Invalid	Non-standard
4199940	315281001	Other Asian ethnic group	Social Context	Race	SNOMED	Valid	Non-standard
4201594	53460002	Serbs	Social Context	Race	SNOMED	Valid	Non-standard
4201928	315237009	White Irish	Social Context	Race	SNOMED	Valid	Non-standard
4201929	315240009	Black - ethnic group	Social Context	Race	SNOMED	Valid	Non-standard
4201937	315280000	Asian - ethnic group	Social Context	Race	SNOMED	Valid	Non-standard
4201938	315283003	Irish traveller	Social Context	Race	SNOMED	Valid	Non-standard
4202555	315279003	Other black ethnic group	Social Context	Race	SNOMED	Valid	Non-standard
4203120	309643000	Black West Indian	Social Context	Race	SNOMED	Valid	Non-standard
4205380	309644006	Black Guyana	Social Context	Race	SNOMED	Valid	Non-standard
4210116	312859007	Vietnamese	Social Context	Race	SNOMED	Valid	Non-standard
4210186	55990000	Inca	Social Context	Race	SNOMED	Valid	Non-standard
4210302	56056003	Belgians	Social Context	Race	SNOMED	Valid	Non-standard
4211218	413464008	African race	Social Context	Race	SNOMED	Valid	Non-standard
4211331	413491005	American Indian race	Social Context	Race	SNOMED	Valid	Non-standard
4211353	413582008	Asian race	Social Context	Race	SNOMED	Valid	Non-standard
"4211480	413655005	Black, not of hispanic origin	Social Context	Race	SNOMED	Valid	Non-standard"
4211849	57405008	Chenchu	Social Context	Race	SNOMED	Valid	Non-standard
4212088	57539009	Navaho	Social Context	Race	SNOMED	Valid	Non-standard
4212311	414752008	Mixed racial group	Social Context	Race	SNOMED	Valid	Non-standard
4212990	414152003	European	Social Context	Race	SNOMED	Valid	Non-standard
4213463	80208004	Portuguese	Social Context	Race	SNOMED	Valid	Non-standard
4214735	80528001	Xosa	Social Context	Race	SNOMED	Valid	Non-standard
4215810	71949006	Chippewa	Social Context	Race	SNOMED	Valid	Non-standard
4216026	8124001	West Africans	Social Context	Race	SNOMED	Valid	Non-standard
4216036	81283004	Todas	Social Context	Race	SNOMED	Valid	Non-standard
4216292	415229000	Racial group	Social Context	Race	SNOMED	Valid	Non-standard
4216433	41798002	Caroline Islanders	Social Context	Race	SNOMED	Valid	Non-standard
4216519	81035008	Pakistani (Urduspeakers)	Social Context	Race	SNOMED	Valid	Non-standard
4216818	81403004	Swedes	Social Context	Race	SNOMED	Valid	Non-standard
4217467	81653003	Pehuenches	Social Context	Race	SNOMED	Valid	Non-standard
4217600	81846005	Naiars	Social Context	Race	SNOMED	Valid	Non-standard
4218288	72201005	Hobe	Social Context	Race	SNOMED	Valid	Non-standard
4218447	72337002	Brazilian Indians	Social Context	Race	SNOMED	Valid	Non-standard
4218674	415794004	Unknown racial group	Social Context	Race	SNOMED	Valid	Non-standard
4218957	72248007	Kikuyu	Social Context	Race	SNOMED	Valid	Non-standard
4219475	82174001	Shona	Social Context	Race	SNOMED	Valid	Non-standard
4219735	39764005	Bantu	Social Context	Race	SNOMED	Valid	Non-standard
4221071	40165009	Buriats	Social Context	Race	SNOMED	Valid	Non-standard
4221073	40182006	Gypsies	Social Context	Race	SNOMED	Valid	Non-standard
4221856	83939006	Irula	Social Context	Race	SNOMED	Valid	Non-standard
4228069	88790004	Abyssinians (Amharas)	Social Context	Race	SNOMED	Valid	Non-standard
4229453	88839008	Sudanese	Social Context	Race	SNOMED	Valid	Non-standard
4229603	88934004	Nigerians	Social Context	Race	SNOMED	Valid	Non-standard
4231129	89026003	Alacaluf	Social Context	Race	SNOMED	Valid	Non-standard
4231846	90027003	Arabs	Social Context	Race	SNOMED	Valid	Non-standard
4233496	90348007	Ghashgai	Social Context	Race	SNOMED	Valid	Non-standard
4234343	4073004	Palauans	Social Context	Race	SNOMED	Valid	Non-standard
4235433	91066000	Tatars	Social Context	Race	SNOMED	Valid	Non-standard
4235464	91191002	Oraons	Social Context	Race	SNOMED	Valid	Non-standard
4236027	90822005	Gambians	Social Context	Race	SNOMED	Valid	Non-standard
4237214	91488008	New Britons	Social Context	Race	SNOMED	Valid	Non-standard
4240299	9158000	Liberians	Social Context	Race	SNOMED	Valid	Non-standard
4240732	58047002	Barundi	Social Context	Race	SNOMED	Valid	Non-standard
4241969	59487007	Syrians	Social Context	Race	SNOMED	Valid	Non-standard
4242388	38144004	Athabascans	Social Context	Race	SNOMED	Valid	Non-standard
4243164	38361009	Koreans	Social Context	Race	SNOMED	Valid	Non-standard
4244365	3818007	Senegalese	Social Context	Race	SNOMED	Valid	Non-standard
4245024	59366001	Ibo	Social Context	Race	SNOMED	Valid	Non-standard
4245756	59597001	Marshallese	Social Context	Race	SNOMED	Valid	Non-standard
4247162	60157000	Ellice Islanders	Social Context	Race	SNOMED	Valid	Non-standard
4248713	72809004	Icelanders	Social Context	Race	SNOMED	Valid	Non-standard
4249154	73524008	Caingang	Social Context	Race	SNOMED	Valid	Non-standard
4249883	73736004	Maori	Social Context	Race	SNOMED	Valid	Non-standard
4250319	74159009	Melanuans	Social Context	Race	SNOMED	Valid	Non-standard
4251760	74302004	Apache	Social Context	Race	SNOMED	Valid	Non-standard
4262177	397731000	Ethnic group finding	Clinical Finding	Race	SNOMED	Valid	Non-standard
4263311	46723002	Badagas	Social Context	Race	SNOMED	Valid	Non-standard
4263713	46110004	Somalis	Social Context	Race	SNOMED	Valid	Non-standard
4264197	47250000	Bruneians	Social Context	Race	SNOMED	Valid	Non-standard
4267217	36329002	Slovak	Social Context	Race	SNOMED	Valid	Non-standard
4268432	401213008	White Scottish	Social Context	Race	SNOMED	Valid	Non-standard
4268433	401214002	Other white British ethnic group	Social Context	Race	SNOMED	Valid	Non-standard
4269914	62598008	Venezuelan Indians	Social Context	Race	SNOMED	Valid	Non-standard
4269942	63457007	Maya	Social Context	Race	SNOMED	Valid	Non-standard
4270899	6373008	Choco	Social Context	Race	SNOMED	Valid	Non-standard
4270900	63736003	Taiwanese	Social Context	Race	SNOMED	Valid	Non-standard
4273145	365455004	Ethnic groups (1991 census) (UK)	Social Context	Race	SNOMED	Valid	Non-standard
4273384	64693008	Hungarian	Social Context	Race	SNOMED	Valid	Non-standard
4273538	63732001	New Hebrideans	Social Context	Race	SNOMED	Valid	Non-standard
4274415	365456003	Ethnicity / related nationality data - finding	Clinical Finding	Race	SNOMED	Valid	Non-standard
4276043	64483007	Indians (Hindi-speaking)	Social Context	Race	SNOMED	Valid	Non-standard
4277901	65776006	Blackfeet	Social Context	Race	SNOMED	Valid	Non-standard
4279480	66406004	Huasteco	Social Context	Race	SNOMED	Valid	Non-standard
4281687	66920001	Amerind	Social Context	Race	SNOMED	Valid	Non-standard
4282477	67165000	Lapps	Social Context	Race	SNOMED	Valid	Non-standard
4283366	67439005	Msutu	Social Context	Race	SNOMED	Valid	Non-standard
4283895	3698008	Micronesians	Social Context	Race	SNOMED	Valid	Non-standard
4285116	68486007	Austrians	Social Context	Race	SNOMED	Valid	Non-standard
4289159	69983001	Irani	Social Context	Race	SNOMED	Valid	Non-standard
4292111	37843006	Fulani	Social Context	Race	SNOMED	Valid	Non-standard
4292272	37474002	Ghanaians	Social Context	Race	SNOMED	Valid	Non-standard
4295144	76460008	Yanomama	Social Context	Race	SNOMED	Valid	Non-standard
4296018	76768002	Filipinos	Social Context	Race	SNOMED	Valid	Non-standard
4296606	76775001	Ugandans	Social Context	Race	SNOMED	Valid	Non-standard
4296997	76253004	Zulu	Social Context	Race	SNOMED	Valid	Non-standard
4297319	7695005	Germans	Social Context	Race	SNOMED	Valid	Non-standard
4297790	76574004	Swiss	Social Context	Race	SNOMED	Valid	Non-standard
4297991	76883002	Huichol	Social Context	Race	SNOMED	Valid	Non-standard
4298426	77686000	Kwakiutl	Social Context	Race	SNOMED	Valid	Non-standard
4298833	77502007	Atacamenos	Social Context	Race	SNOMED	Valid	Non-standard
4301306	38750003	Bororo	Social Context	Race	SNOMED	Valid	Non-standard
4304542	81560001	Tongan	Social Context	Race	SNOMED	Valid	Non-standard
4305595	39007007	Black Jews	Social Context	Race	SNOMED	Valid	Non-standard
4308112	83365001	Thais	Social Context	Race	SNOMED	Valid	Non-standard
4308897	83584002	Luo	Social Context	Race	SNOMED	Valid	Non-standard
4309511	85163001	Russians	Social Context	Race	SNOMED	Valid	Non-standard
4309789	85371009	Bushmen	Social Context	Race	SNOMED	Valid	Non-standard
4309952	85515006	Eskimo	Social Context	Race	SNOMED	Valid	Non-standard
4313587	86275006	Samoan	Social Context	Race	SNOMED	Valid	Non-standard
4317261	9533000	Dutch	Social Context	Race	SNOMED	Valid	Non-standard
4317523	22007004	Shoshone	Social Context	Race	SNOMED	Valid	Non-standard
4318647	21993009	Indonesians	Social Context	Race	SNOMED	Valid	Non-standard
4321400	69865008	Fijian	Social Context	Race	SNOMED	Valid	Non-standard
