Id	Code	Name	Standard Class	Domain	Vocab	Validity	Concept
4323551	71176007	Pygmies	Social Context	Race	SNOMED	Valid	Non-standard
4326740	75326007	Labradors	Social Context	Race	SNOMED	Valid	Non-standard
4327656	75301003	Mapuche	Social Context	Race	SNOMED	Valid	Non-standard
4337671	87323008	Nez Percé	Social Context	Race	SNOMED	Valid	Non-standard
36713937	718959005	Czech Roma	Social Context	Race	SNOMED	Valid	Non-standard
36713938	718960000	Romanian Roma	Social Context	Race	SNOMED	Valid	Non-standard
36713939	718961001	Slovak Roma	Social Context	Race	SNOMED	Valid	Non-standard
36713940	718963003	Hungarian Roma	Social Context	Race	SNOMED	Valid	Non-standard
36713941	718964009	Polish Roma	Social Context	Race	SNOMED	Valid	Non-standard
36717066	718962008	Bulgarian Roma	Social Context	Race	SNOMED	Valid	Non-standard
36717683	718958002	Roma	Social Context	Race	SNOMED	Valid	Non-standard
37116384	733078003	Ukrainian	Social Context	Race	SNOMED	Valid	Non-standard
37116650	733446001	Canadian	Social Context	Race	SNOMED	Valid	Non-standard
37394011	1024701000000100	Ethnicity not stated	Clinical Finding	Race	SNOMED	Valid	Non-standard
37394635	1036211000000103	Slovak Roma	Social Context	Race	SNOMED	Invalid	Non-standard
37394638	1036251000000104	Czech Roma	Social Context	Race	SNOMED	Invalid	Non-standard
37394640	1036301000000106	Polish Roma	Social Context	Race	SNOMED	Invalid	Non-standard
37394641	1036321000000102	Romanian Roma	Social Context	Race	SNOMED	Invalid	Non-standard
37394642	1036361000000105	Bulgarian Roma	Social Context	Race	SNOMED	Invalid	Non-standard
37398747	1036341000000109	Roma	Social Context	Race	SNOMED	Invalid	Non-standard
40306529	13428006	Melanesian race	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40319014	154171003	Black E Afric Asia &/or Indo-Caribb	Social Context	Race	SNOMED	Invalid	Non-standard
"40319041	154196000	Other ethnic, mixed origin	Social Context	Race	SNOMED	Invalid	Non-standard"
"40319042	154197009	Other ethnic, Black/White orig	Social Context	Race	SNOMED	Invalid	Non-standard"
"40319043	154198004	Other ethnic, Asian/White orig	Social Context	Race	SNOMED	Invalid	Non-standard"
"40319044	154199007	Other ethnic, mixed white orig	Social Context	Race	SNOMED	Invalid	Non-standard"
"40319045	154200005	Other ethnic, other mixed orig	Social Context	Race	SNOMED	Invalid	Non-standard"
40319048	154201009	Black Caribbean and White	Social Context	Race	SNOMED	Invalid	Non-standard
40319049	154202002	Black African and White	Social Context	Race	SNOMED	Invalid	Non-standard
40319057	154210001	Ethnic groups (census) NOS	Social Context	Race	SNOMED	Invalid	Non-standard
40319060	154212009	New Zealand ethnic groups	Social Context	Race	SNOMED	Invalid	Non-standard
40319075	154226000	Other Asian	Social Context	Race	SNOMED	Invalid	Non-standard
40319078	154229007	New Zealand ethnic group NOS	Social Context	Race	SNOMED	Invalid	Non-standard
40319840	15643001	Race: Japanese	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40328611	160523001	Race: Caucasian	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40329072	160530007	Race: Mixed	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40329075	160532004	Race: Afro-caucasian	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40329078	160535002	Race: Unknown	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40348151	266914000	Race: Not stated	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40381744	186024003	Black Caribbean and White	Social Context	Race	SNOMED	Invalid	Non-standard
40381745	186025002	Black African and White	Social Context	Race	SNOMED	Invalid	Non-standard
40442512	2387006	Australian race	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40482318	44356001	Micronesian race	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40483304	445343003	Romanian	Social Context	Race	SNOMED	Valid	Non-standard
40526191	347995004	European race	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40607236	62693009	Polynesian race	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40618782	67403004	Asian race	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40623128	72718008	American Indian race	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40627408	80159005	African race	Clinical Finding	Race	SNOMED	Invalid	Non-standard
40629405	74165009	European race	Organism	Race	SNOMED	Invalid	Non-standard
40637268	84576009	Indian race	Clinical Finding	Race	SNOMED	Invalid	Non-standard
42536269	735001008	Scandinavian	Social Context	Race	SNOMED	Valid	Non-standard
44787809	107691000000105	Caribbean - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44787836	110751000000108	Indian or British Indian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44787837	110761000000106	English - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44787838	110771000000104	Black and White - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44787839	110781000000102	Sinhalese - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44787840	110791000000100	Black British - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44787843	110831000000107	Hindu - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44788087	110401000000103	Turkish - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44791722	296841000000102	Yemeni	Social Context	Race	SNOMED	Valid	Non-standard
44802388	494131000000105	White British - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44802389	494161000000100	White Irish - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44803976	718131000000106	Nepali	Social Context	Race	SNOMED	Valid	Non-standard
44809722	86461000000107	Sri Lankan - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44810769	88911000000101	Irish Traveller - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44810776	88921000000107	Traveller - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44810783	88931000000109	Gypsy/Romany - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44810791	88941000000100	Polish - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44810801	88951000000102	Baltic States (Estonian or Latvian or Lithuanian) - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44810868	88961000000104	Commonwealth of (Russian) Independent States - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44810877	88971000000106	Albanian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44810884	88981000000108	Serbian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44810892	88991000000105	Jewish - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44810983	89011000000107	Iranian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44810987	89021000000101	South and Central American - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44810988	89031000000104	Muslim - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811500	92381000000106	Ethnic category - 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811501	92391000000108	British or mixed British - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811502	92411000000108	Other White background - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811503	92421000000102	White and Black Caribbean - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811504	92431000000100	White and Black African - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811505	92441000000109	White and Asian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811569	92451000000107	Other Mixed background - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811570	92461000000105	Pakistani or British Pakistani - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811571	92471000000103	Bangladeshi or British Bangladeshi - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811572	92481000000101	Other Asian background - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811573	92491000000104	African - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811574	92501000000105	Other Black background - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811575	92511000000107	Chinese - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811576	92521000000101	Other - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811644	92531000000104	Ethnic category not stated - 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811645	92541000000108	Scottish - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811646	92551000000106	Welsh - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811647	92561000000109	Northern Irish - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811648	92571000000102	Cornish - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811649	92581000000100	Black and Asian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811652	93921000000101	Ulster Scots - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811653	93931000000104	Greek - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811654	93941000000108	Greek Cypriot - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811655	93961000000109	Italian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811713	92611000000106	Asian and Chinese - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811714	92621000000100	Other Mixed or Mixed unspecified - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811715	92631000000103	Mixed Asian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811716	92641000000107	Punjabi - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811717	92651000000105	Kashmiri - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811718	92661000000108	East African Asian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811719	92671000000101	Tamil - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811720	92681000000104	British Asian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811722	93981000000100	Kosovan - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811723	93991000000103	Bosnian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811724	94001000000108	Croatian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811726	94011000000105	Other republics which made up the former Yugoslavia - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811727	94021000000104	Mixed Irish and other White - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811728	94031000000102	Other mixed White - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811784	92691000000102	Caribbean Asian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811785	92701000000102	Other Asian or Asian unspecified - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811786	92711000000100	Somali - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811787	92721000000106	Mixed Black - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811788	92731000000108	Nigerian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811789	92741000000104	Other Black or Black unspecified - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811790	92751000000101	Vietnamese - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811791	94041000000106	Other White European or European unspecified or Mixed European - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811792	94051000000109	Other White or White unspecified - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811793	94061000000107	North African - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
"44811794	94071000000100	Middle Eastern (excluding Israeli, Iranian and Arab) - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard"
44811795	94081000000103	Israeli - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811796	94091000000101	Kurdish - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811801	94101000000109	Moroccan - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811845	92761000000103	Japanese - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811846	92771000000105	Filipino - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811847	92781000000107	Malaysian - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811848	92791000000109	Cypriot (part not stated) - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811850	94111000000106	Latin American - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811851	94121000000100	Multi-ethnic islands: Mauritian or Seychellois or Maldivian or St Helena - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811852	94131000000103	Buddhist - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44811853	94141000000107	Sikh - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44813997	89001000000105	Arab - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44814057	92401000000106	Irish - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44814066	92591000000103	Black and Chinese - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44814067	92601000000109	Chinese and White - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44814068	93951000000106	Turkish Cypriot - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
44814113	94151000000105	Any other group - ethnic category 2001 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
45767086	704385002	Punjabi	Social Context	Race	SNOMED	Valid	Non-standard
45767087	704386001	Orang asli	Social Context	Race	SNOMED	Valid	Non-standard
45767088	704388000	Melanau	Social Context	Race	SNOMED	Valid	Non-standard
45767089	704389008	Murut	Social Context	Race	SNOMED	Valid	Non-standard
45767090	704391000	Bidayuh	Social Context	Race	SNOMED	Valid	Non-standard
45767091	704392007	Iban	Social Context	Race	SNOMED	Valid	Non-standard
45771425	704387005	Kadazan	Social Context	Race	SNOMED	Valid	Non-standard
45771426	704390004	Bajau	Social Context	Race	SNOMED	Valid	Non-standard
46285820	976551000000109	Ethnic category - 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285821	976571000000100	Ethnic category - 2011 census England and Wales	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285822	976591000000101	Ethnic category - 2011 census Northern Ireland	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285823	976611000000109	Ethnic category - 2011 census Scotland	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285824	976651000000108	White: Irish - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285825	976671000000104	White: Gypsy or Irish Traveller - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285826	976691000000100	White: any other White background - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285827	976711000000103	Mixed multiple ethnic groups: White and Black Caribbean - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285828	976731000000106	Mixed multiple ethnic groups: White and Black African - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285829	976751000000104	Mixed multiple ethnic groups: White and Asian - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285830	976771000000108	Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285831	976791000000107	Asian or Asian British: Indian - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285832	976811000000108	Asian or Asian British: Pakistani - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285833	976831000000100	Asian or Asian British: Bangladeshi - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285834	976851000000107	Asian or Asian British: Chinese - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285835	976871000000103	Asian or Asian British: any other Asian background - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285836	976911000000101	Black or African or Caribbean or Black British: Caribbean - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285837	976931000000109	Black or African or Caribbean or Black British: other Black or African or Caribbean background - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285838	976951000000102	Other ethnic group: Arab - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285839	976971000000106	Other ethnic group: any other ethnic group - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285861	977351000000100	White - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285862	977391000000108	Mixed multiple ethnic groups: White and Black Caribbean - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285863	977411000000108	Mixed multiple ethnic groups: White and Black African - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285864	977431000000100	Mixed multiple ethnic groups: White and Asian - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285871	977591000000103	Asian or Asian British: Indian - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285877	977711000000100	Asian or Asian British: Pakistani - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285878	977731000000108	Asian or Asian British: Bangladeshi - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285879	977751000000101	Asian or Asian British: Chinese - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285880	977771000000105	Asian or Asian British: any other Asian background - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285881	977791000000109	Black or African or Caribbean or Black British: African - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285882	977811000000105	Black or African or Caribbean or Black British: Caribbean - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285883	977831000000102	Black or African or Caribbean or Black British: other Black or African or Caribbean background - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285884	977851000000109	Other ethnic group: Arab - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285885	977911000000103	White: Scottish - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285886	977931000000106	White: other British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285887	977951000000104	White: Irish - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285888	977971000000108	White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285890	978011000000101	White: Polish - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285891	978031000000109	White: any other White ethnic group - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46285892	978051000000102	Mixed or multiple ethnic groups: any Mixed or multiple ethnic group - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
"46285893	978071000000106	Asian or Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard"
"46285894	978111000000100	Asian or Asian Scottish or Asian British: Indian, Indian Scottish or Indian British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard"
"46285896	978171000000105	Asian or Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Bangladeshi British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard"
46285897	978191000000109	Asian or Asian Scottish or Asian British: Chinese - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
"46285898	978231000000100	African: African, African Scottish or African British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard"
46285899	978251000000107	African: any other African - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
"46285900	978341000000102	Caribbean or Black: Black, Black Scottish or Black British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard"
46285901	978361000000101	Caribbean or Black: any other Black or Caribbean group - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
"46285902	978381000000105	Other ethnic group: Arab, Arab Scottish or Arab British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard"
46285903	978401000000105	Other ethnic group: any other ethnic group - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46286810	976631000000101	White: English or Welsh or Scottish or Northern Irish or British - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46286811	976891000000104	Black or African or Caribbean or Black British: African - England and Wales ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46286814	977371000000109	Irish Traveller - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46286815	977551000000106	Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
46286816	977871000000100	Other ethnic group: any other ethnic group - Northern Ireland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
"46286818	978271000000103	Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard"
46287260	978211000000108	Asian or Asian Scottish or Asian British: any other Asian group - Scotland ethnic category 2011 census	Clinical Finding	Race	SNOMED	Valid	Non-standard
